MethodName	Recall	PrecisionOfApprox	RelPosError	NumCloser	ClassAccuracy	QueryTime	DistComp	ImprEfficiency	ImprDistComp	Mem	MethodParams	NumData
"projection (perm) incr. sorting"	0.986	0.987774	1.01413	0.009	0	219.385	40120	16.2538	24.9202	30	"projType=perm,intermDim=0,projDim=128,dbScanFrac=0.04,useCosine=0"	999800
"projection (perm) incr. sorting"	0.9899	0.990838	1.01049	0.006	0	259.131	50118	13.7612	19.9489	30	"projType=perm,intermDim=0,projDim=128,dbScanFrac=0.05,useCosine=0"	999800
"projection (perm) incr. sorting"	0.9921	0.992755	1.00825	0.005	0	298.921	60116	11.9296	16.6312	30	"projType=perm,intermDim=0,projDim=128,dbScanFrac=0.06,useCosine=0"	999800
"vptree: polynomial pruner"	0.8983	0.896718	1.13857	0.174	0	848.035	231405	4.18963	4.30997	62	"bucketSize=50,alphaLeft=3.22098,alphaRight=3.91429,expLeft=1,expRight=1"	999800
"vptree: polynomial pruner"	0.8184	0.819008	1.26848	0.308	0	542.221	148046	6.5422	6.7293	30	"bucketSize=50,alphaLeft=3.66802,alphaRight=4.75683,expLeft=1,expRight=1"	999800
"vptree: polynomial pruner"	0.7551	0.759797	1.3907	0.451	0	423.824	115454	8.34952	8.60783	30	"bucketSize=50,alphaLeft=3.66802,alphaRight=5.41702,expLeft=1,expRight=1"	999800
"vptree: polynomial pruner"	0.6669	0.671217	1.62471	0.709	0	290.824	79039.3	12.1293	12.5626	30	"bucketSize=50,alphaLeft=5.78072,alphaRight=5.0762,expLeft=1,expRight=1"	999800
"vptree: polynomial pruner"	0.5703	0.582612	1.93748	1.005	0	190.53	51853.4	18.6075	19.2103	30	"bucketSize=50,alphaLeft=4.75683,alphaRight=7.02501,expLeft=1,expRight=1"	999800
"vptree: polynomial pruner"	0.5909	0.60121	1.869	0.966	0	227.305	62122.3	15.6194	16.0277	30	"bucketSize=50,alphaLeft=3.43724,alphaRight=8,expLeft=1,expRight=1"	999800
"NNDescentMethod method: "	0.8273	0.82076	1.28726	0.398	0	51.0527	10951.8	69.7546	91.2559	284	"NN=30,rho=0.5,initSearchAttempts=10"	999800
"NNDescentMethod method: "	0.874	0.8712	1.186	0.237	0	75.7171	16032.7	46.9644	62.2733	30	"NN=30,rho=0.5,initSearchAttempts=15"	999800
"NNDescentMethod method: "	0.9047	0.899709	1.13732	0.184	0	101.992	21290	34.8829	46.909	30	"NN=30,rho=0.5,initSearchAttempts=20"	999800
"NNDescentMethod method: "	0.9227	0.917426	1.10928	0.159	0	128.507	26501.9	27.697	37.7078	30	"NN=30,rho=0.5,initSearchAttempts=25"	999800
"NNDescentMethod method: "	0.9316	0.928461	1.09282	0.119	0	154.518	31445.8	23.039	31.7687	30	"NN=30,rho=0.5,initSearchAttempts=30"	999800
"NNDescentMethod method: "	0.9528	0.950621	1.06141	0.072	0	207.097	41219.7	17.1961	24.2421	30	"NN=30,rho=0.5,initSearchAttempts=40"	999800
"NNDescentMethod method: "	0.9603	0.957949	1.05205	0.079	0	258.45	50726.1	13.7817	19.7046	30	"NN=30,rho=0.5,initSearchAttempts=50"	999800
"NNDescentMethod method: "	0.9665	0.965285	1.04203	0.061	0	311.029	60138.1	11.4458	16.6124	30	"NN=30,rho=0.5,initSearchAttempts=60"	999800
"NNDescentMethod method: "	0.972	0.971809	1.03386	0.049	0	362.33	69054.7	9.82765	14.4714	30	"NN=30,rho=0.5,initSearchAttempts=70"	999800
"NNDescentMethod method: "	0.9758	0.974778	1.03002	0.041	0	412.905	77732.7	8.62881	12.8584	30	"NN=30,rho=0.5,initSearchAttempts=80"	999800
"NNDescentMethod method: "	0.9792	0.978836	1.02491	0.034	0	462.762	86279.3	7.69876	11.5842	30	"NN=30,rho=0.5,initSearchAttempts=90"	999800
